ID_Empleado,Competencias_Actuales,Rol_Laboral,Puntuacion_Desempeno,Horas_Capacitacion_Ultimo_Ano,Antiguedad_Empresa,Habilidades_Requeridas,Objetivos_Futuros
1611,Principiante,Especialista RRHH,67.08521355614654,54,3,Comunicación,Habilidades Transversales
1612,Intermedio,Representante de Ventas,71.54073576328193,46,14,Comunicación,Expertise Técnico
1613,Principiante,Especialista RRHH,79.20989440601073,61,12,Liderazgo,Dominio de Ventas
1614,Intermedio,Representante de Ventas,70.18896828137342,66,14,Trabajo en Equipo,Habilidades Transversales
1615,Principiante,Especialista RRHH,81.59479151592637,63,15,Técnico,Dominio de Ventas
1616,Intermedio,Desarrollador,64.37723954493126,42,9,Técnico,Rol de Liderazgo
1617,Avanzado,Desarrollador,67.02485651347659,17,19,Comunicación,Expertise Técnico
1618,Intermedio,Desarrollador,77.4436492074101,2,12,Resolución de Problemas,Dominio de Ventas
1619,Intermedio,Especialista RRHH,68.79956697693682,58,7,Técnico,Dominio de Ventas
1620,Avanzado,Representante de Ventas,94.59185370048121,61,17,Resolución de Problemas,Dominio de Ventas
1621,Intermedio,Representante de Ventas,83.2937236443269,38,14,Resolución de Problemas,Rol de Liderazgo
1622,Principiante,Gerente,80.12154301742127,63,15,Liderazgo,Expertise Técnico
1623,Principiante,Analista,76.11424548336407,72,14,Técnico,Dominio de Ventas
1624,Intermedio,Desarrollador,71.5321645886664,59,19,Técnico,Dominio de Ventas
1625,Intermedio,Desarrollador,72.43981155266526,41,19,Resolución de Problemas,Rol de Liderazgo
1626,Principiante,Desarrollador,66.65005405852372,4,14,Resolución de Problemas,Expertise Técnico
1627,Avanzado,Gerente,77.12005165796485,45,8,Liderazgo,Habilidades Transversales
1628,Principiante,Gerente,62.54121415950212,3,13,Trabajo en Equipo,Expertise Técnico
1629,Avanzado,Gerente,89.5834670296037,13,4,Técnico,Habilidades Transversales
1630,Avanzado,Desarrollador,75.61021623798342,10,12,Técnico,Rol de Liderazgo
1631,Avanzado,Representante de Ventas,88.69763461265747,59,1,Liderazgo,Habilidades Transversales
1632,Avanzado,Desarrollador,83.93246844994432,21,5,Liderazgo,Rol de Liderazgo
1633,Principiante,Gerente,74.30697592734312,4,4,Trabajo en Equipo,Habilidades Transversales
1634,Intermedio,Gerente,79.45956325867573,52,16,Resolución de Problemas,Rol de Liderazgo
1635,Principiante,Analista,70.7384328328249,11,19,Técnico,Expertise Técnico
1636,Avanzado,Especialista RRHH,74.03745004711705,20,19,Resolución de Problemas,Expertise Técnico
1637,Intermedio,Analista,67.23900227715762,78,3,Técnico,Habilidades Transversales
1638,Intermedio,Analista,91.65630853162796,23,16,Liderazgo,Expertise Técnico
1639,Avanzado,Desarrollador,76.88077794564535,12,7,Liderazgo,Habilidades Transversales
1640,Principiante,Especialista RRHH,83.46279640961187,25,5,Liderazgo,Rol de Liderazgo
1641,Principiante,Especialista RRHH,70.62131331293293,39,1,Trabajo en Equipo,Dominio de Ventas
1642,Intermedio,Desarrollador,90.77777025483064,25,11,Técnico,Rol de Liderazgo
1643,Intermedio,Representante de Ventas,67.75388849838707,44,17,Liderazgo,Dominio de Ventas
1644,Intermedio,Desarrollador,73.85055984877914,29,12,Trabajo en Equipo,Expertise Técnico
1645,Intermedio,Representante de Ventas,70.28959186373812,63,18,Resolución de Problemas,Expertise Técnico
1646,Avanzado,Representante de Ventas,77.74920787352191,72,2,Trabajo en Equipo,Habilidades Transversales
1647,Principiante,Especialista RRHH,68.09119686277862,37,10,Trabajo en Equipo,Habilidades Transversales
1648,Intermedio,Desarrollador,80.90593280718619,17,19,Comunicación,Dominio de Ventas
1649,Intermedio,Desarrollador,77.63154345019632,8,16,Resolución de Problemas,Rol de Liderazgo
1650,Intermedio,Especialista RRHH,73.40911617183058,55,8,Comunicación,Dominio de Ventas
1651,Intermedio,Analista,64.34494426842875,37,2,Técnico,Dominio de Ventas
1652,Principiante,Desarrollador,74.19161553614666,20,5,Trabajo en Equipo,Rol de Liderazgo
1653,Principiante,Gerente,73.9465872373988,70,4,Trabajo en Equipo,Habilidades Transversales
1654,Principiante,Gerente,83.96410407870475,11,4,Trabajo en Equipo,Expertise Técnico
1655,Intermedio,Desarrollador,72.105816048328,35,1,Trabajo en Equipo,Expertise Técnico
1656,Principiante,Representante de Ventas,65.2062509796437,10,15,Comunicación,Habilidades Transversales
1657,Intermedio,Especialista RRHH,57.29141539365586,66,13,Técnico,Dominio de Ventas
1658,Principiante,Representante de Ventas,86.49148593819388,26,17,Comunicación,Habilidades Transversales
1659,Intermedio,Gerente,73.21508664843195,62,6,Trabajo en Equipo,Dominio de Ventas
1660,Avanzado,Gerente,78.28846263122273,70,13,Técnico,Expertise Técnico
1661,Intermedio,Especialista RRHH,69.84484315583236,65,12,Resolución de Problemas,Dominio de Ventas
1662,Intermedio,Gerente,69.01118851655477,73,12,Comunicación,Expertise Técnico
1663,Avanzado,Analista,74.04251039747552,66,10,Liderazgo,Expertise Técnico
1664,Intermedio,Gerente,66.64522431980171,64,2,Resolución de Problemas,Dominio de Ventas
1665,Avanzado,Representante de Ventas,71.32390584312718,33,15,Resolución de Problemas,Expertise Técnico
1666,Principiante,Representante de Ventas,82.14470524625655,76,19,Trabajo en Equipo,Habilidades Transversales
1667,Avanzado,Analista,82.01825285373847,77,4,Trabajo en Equipo,Dominio de Ventas
1668,Intermedio,Representante de Ventas,69.9729555656441,33,14,Resolución de Problemas,Rol de Liderazgo
1669,Principiante,Representante de Ventas,72.70696691806306,63,1,Comunicación,Expertise Técnico
1670,Avanzado,Representante de Ventas,55.74866622080061,16,1,Técnico,Dominio de Ventas
1671,Avanzado,Desarrollador,58.29733968706738,50,18,Comunicación,Dominio de Ventas
1672,Intermedio,Analista,69.85550735426015,55,15,Comunicación,Dominio de Ventas
1673,Avanzado,Analista,75.43757648002175,47,11,Resolución de Problemas,Rol de Liderazgo
1674,Principiante,Gerente,62.29197942841131,61,18,Comunicación,Rol de Liderazgo
1675,Intermedio,Analista,82.03831023758171,55,10,Técnico,Expertise Técnico
1676,Principiante,Especialista RRHH,83.51229204171273,10,4,Resolución de Problemas,Habilidades Transversales
1677,Principiante,Analista,66.5692068847036,19,14,Comunicación,Rol de Liderazgo
1678,Intermedio,Especialista RRHH,66.12885812253977,67,18,Trabajo en Equipo,Rol de Liderazgo
1679,Intermedio,Representante de Ventas,79.11465908149272,33,1,Comunicación,Dominio de Ventas
1680,Principiante,Especialista RRHH,91.69094804216641,41,7,Resolución de Problemas,Dominio de Ventas
1681,Intermedio,Desarrollador,70.82452544149727,40,4,Resolución de Problemas,Habilidades Transversales
1682,Principiante,Representante de Ventas,84.36439222676893,61,4,Trabajo en Equipo,Expertise Técnico
1683,Intermedio,Especialista RRHH,74.73524475262153,16,18,Resolución de Problemas,Dominio de Ventas
1684,Principiante,Representante de Ventas,75.61153158290337,11,9,Liderazgo,Expertise Técnico
1685,Avanzado,Desarrollador,73.12167393788097,67,2,Resolución de Problemas,Habilidades Transversales
1686,Principiante,Representante de Ventas,84.36352807694968,40,5,Comunicación,Habilidades Transversales
1687,Intermedio,Representante de Ventas,94.81713179870586,13,6,Técnico,Rol de Liderazgo
1688,Principiante,Analista,83.54924917359227,3,3,Comunicación,Expertise Técnico
1689,Intermedio,Gerente,63.204182163766745,76,19,Resolución de Problemas,Dominio de Ventas
1690,Principiante,Especialista RRHH,72.45777400548563,73,5,Liderazgo,Dominio de Ventas
1691,Intermedio,Gerente,55.52888971908824,13,9,Comunicación,Expertise Técnico
1692,Intermedio,Desarrollador,95.55297253591914,8,6,Técnico,Dominio de Ventas
1693,Avanzado,Desarrollador,78.52034480186347,42,5,Comunicación,Dominio de Ventas
1694,Principiante,Representante de Ventas,66.97547249679415,19,6,Trabajo en Equipo,Dominio de Ventas
1695,Avanzado,Gerente,77.62375517038798,0,15,Liderazgo,Dominio de Ventas
1696,Principiante,Especialista RRHH,93.85385010867014,71,11,Resolución de Problemas,Habilidades Transversales
1697,Principiante,Especialista RRHH,66.63827697343383,16,18,Comunicación,Habilidades Transversales
1698,Principiante,Representante de Ventas,69.29743843884535,19,19,Comunicación,Dominio de Ventas
1699,Principiante,Especialista RRHH,63.26486237812702,58,12,Comunicación,Expertise Técnico
1700,Intermedio,Analista,80.67153614456433,12,12,Comunicación,Dominio de Ventas
1701,Avanzado,Gerente,73.60466691905157,76,7,Técnico,Expertise Técnico
1702,Principiante,Desarrollador,53.4175431680745,46,16,Trabajo en Equipo,Expertise Técnico
1703,Intermedio,Especialista RRHH,78.37484009154863,49,12,Trabajo en Equipo,Rol de Liderazgo
1704,Intermedio,Especialista RRHH,84.49545061910081,76,4,Liderazgo,Rol de Liderazgo
1705,Intermedio,Especialista RRHH,69.6730432101496,39,10,Liderazgo,Rol de Liderazgo
1706,Intermedio,Representante de Ventas,74.54591186122714,6,17,Técnico,Expertise Técnico
1707,Avanzado,Desarrollador,72.98126498340119,54,15,Trabajo en Equipo,Expertise Técnico
1708,Principiante,Gerente,81.87448351039654,50,8,Liderazgo,Expertise Técnico
1709,Intermedio,Especialista RRHH,58.43814908024893,75,14,Resolución de Problemas,Expertise Técnico
1710,Principiante,Analista,68.43241391196351,1,18,Trabajo en Equipo,Expertise Técnico
1711,Intermedio,Representante de Ventas,71.93891761557025,13,8,Comunicación,Habilidades Transversales
1712,Intermedio,Gerente,82.70690862935105,16,14,Trabajo en Equipo,Dominio de Ventas
1713,Intermedio,Especialista RRHH,75.02239306554185,76,16,Resolución de Problemas,Rol de Liderazgo
1714,Principiante,Gerente,61.908429564949245,0,19,Comunicación,Expertise Técnico
1715,Principiante,Representante de Ventas,69.24198757703168,0,7,Trabajo en Equipo,Habilidades Transversales
1716,Principiante,Analista,87.59769186009768,25,17,Comunicación,Rol de Liderazgo
1717,Avanzado,Especialista RRHH,61.76872666295496,45,5,Comunicación,Dominio de Ventas
1718,Principiante,Analista,85.27586216354095,12,13,Técnico,Habilidades Transversales
1719,Intermedio,Representante de Ventas,84.35817635301001,33,18,Resolución de Problemas,Expertise Técnico
1720,Principiante,Analista,87.18899500565823,61,18,Técnico,Habilidades Transversales
1721,Avanzado,Representante de Ventas,85.99892163259253,72,19,Trabajo en Equipo,Habilidades Transversales
1722,Intermedio,Analista,88.62579684118289,50,18,Comunicación,Dominio de Ventas
1723,Principiante,Gerente,57.04754023677977,40,17,Trabajo en Equipo,Habilidades Transversales
1724,Avanzado,Gerente,88.08931218928652,54,4,Trabajo en Equipo,Rol de Liderazgo
1725,Principiante,Representante de Ventas,79.95087853810146,27,17,Técnico,Habilidades Transversales
1726,Intermedio,Gerente,69.27949133725824,60,19,Trabajo en Equipo,Rol de Liderazgo
1727,Intermedio,Analista,63.194706356893576,6,8,Resolución de Problemas,Expertise Técnico
1728,Intermedio,Analista,75.30285133386734,77,1,Comunicación,Expertise Técnico
1729,Avanzado,Especialista RRHH,98.8111148620844,1,7,Liderazgo,Rol de Liderazgo
1730,Avanzado,Representante de Ventas,80.215467370083,75,8,Resolución de Problemas,Expertise Técnico
1731,Avanzado,Gerente,70.14320527271047,1,5,Liderazgo,Dominio de Ventas
1732,Avanzado,Representante de Ventas,98.687240124503,27,9,Liderazgo,Dominio de Ventas
1733,Intermedio,Gerente,81.45470206353362,53,7,Técnico,Dominio de Ventas
1734,Principiante,Especialista RRHH,81.77587642942864,75,4,Liderazgo,Dominio de Ventas
1735,Intermedio,Analista,77.90019767327823,57,8,Comunicación,Rol de Liderazgo
1736,Intermedio,Analista,80.14440783992009,46,2,Técnico,Dominio de Ventas
1737,Principiante,Desarrollador,50.33911846930547,60,5,Resolución de Problemas,Rol de Liderazgo
1738,Intermedio,Representante de Ventas,76.5323224510068,39,3,Resolución de Problemas,Habilidades Transversales
1739,Avanzado,Gerente,82.95963801028911,17,5,Resolución de Problemas,Rol de Liderazgo
1740,Principiante,Desarrollador,90.80391489015582,13,1,Trabajo en Equipo,Expertise Técnico
1741,Avanzado,Representante de Ventas,97.94379459498344,24,7,Técnico,Dominio de Ventas
1742,Intermedio,Gerente,86.04626715936394,9,10,Técnico,Rol de Liderazgo
1743,Principiante,Especialista RRHH,77.12443384760137,47,16,Técnico,Rol de Liderazgo
1744,Avanzado,Representante de Ventas,75.70412360087619,47,1,Comunicación,Rol de Liderazgo
1745,Avanzado,Gerente,68.01898158910274,60,17,Técnico,Habilidades Transversales
1746,Principiante,Analista,80.46192716423506,52,4,Comunicación,Rol de Liderazgo
1747,Intermedio,Representante de Ventas,94.80210224043194,8,16,Resolución de Problemas,Dominio de Ventas
1748,Intermedio,Gerente,71.30811338124981,10,9,Trabajo en Equipo,Expertise Técnico
1749,Avanzado,Analista,76.85813069107549,26,8,Liderazgo,Habilidades Transversales
1750,Principiante,Analista,67.91836767025603,58,19,Trabajo en Equipo,Expertise Técnico
1751,Principiante,Desarrollador,85.38232046508033,57,17,Trabajo en Equipo,Habilidades Transversales
1752,Intermedio,Gerente,87.48022560612361,12,10,Trabajo en Equipo,Habilidades Transversales
1753,Intermedio,Desarrollador,68.0736134893377,64,17,Liderazgo,Dominio de Ventas
1754,Intermedio,Desarrollador,80.84310755972112,10,16,Comunicación,Expertise Técnico
1755,Avanzado,Especialista RRHH,48.6663376913783,56,9,Resolución de Problemas,Expertise Técnico
1756,Avanzado,Desarrollador,72.28177438027764,66,5,Liderazgo,Habilidades Transversales
1757,Avanzado,Desarrollador,87.84903321737721,65,2,Resolución de Problemas,Dominio de Ventas
1758,Principiante,Especialista RRHH,70.31656434093948,23,14,Comunicación,Dominio de Ventas
1759,Avanzado,Especialista RRHH,61.995892795117925,48,17,Resolución de Problemas,Habilidades Transversales
1760,Intermedio,Representante de Ventas,81.90358084888862,39,13,Comunicación,Expertise Técnico
1761,Principiante,Desarrollador,73.90352972095667,78,13,Liderazgo,Habilidades Transversales
1762,Intermedio,Analista,76.9659359117388,69,13,Liderazgo,Habilidades Transversales
1763,Principiante,Especialista RRHH,78.38109895979649,1,18,Resolución de Problemas,Habilidades Transversales
1764,Intermedio,Gerente,84.09736288915511,53,1,Resolución de Problemas,Dominio de Ventas
1765,Intermedio,Representante de Ventas,85.81834260230781,14,4,Trabajo en Equipo,Habilidades Transversales
1766,Intermedio,Representante de Ventas,78.8722100181192,47,5,Trabajo en Equipo,Habilidades Transversales
1767,Principiante,Desarrollador,86.77899351290023,53,11,Resolución de Problemas,Rol de Liderazgo
1768,Intermedio,Analista,74.81034239866213,45,2,Trabajo en Equipo,Dominio de Ventas
1769,Principiante,Especialista RRHH,78.19806187054277,56,2,Resolución de Problemas,Dominio de Ventas
1770,Avanzado,Gerente,75.3314442091571,54,16,Técnico,Rol de Liderazgo
1771,Intermedio,Desarrollador,63.27048287884278,59,3,Trabajo en Equipo,Habilidades Transversales
1772,Principiante,Analista,89.89527450384836,29,6,Resolución de Problemas,Dominio de Ventas
1773,Principiante,Desarrollador,75.60103234089114,27,4,Técnico,Rol de Liderazgo
1774,Intermedio,Desarrollador,90.99327780558754,51,5,Trabajo en Equipo,Habilidades Transversales
1775,Intermedio,Representante de Ventas,79.65027771713196,40,7,Liderazgo,Dominio de Ventas
1776,Intermedio,Gerente,79.26764784334995,20,7,Resolución de Problemas,Dominio de Ventas
1777,Principiante,Gerente,84.50512922445309,41,17,Liderazgo,Habilidades Transversales
1778,Intermedio,Gerente,77.98578599660362,12,6,Trabajo en Equipo,Habilidades Transversales
1779,Principiante,Gerente,68.86307008923082,44,4,Técnico,Rol de Liderazgo
1780,Intermedio,Especialista RRHH,73.66102394161855,53,2,Resolución de Problemas,Habilidades Transversales
1781,Avanzado,Especialista RRHH,86.7600473140825,18,6,Técnico,Rol de Liderazgo
1782,Intermedio,Gerente,82.23288778476531,26,7,Liderazgo,Habilidades Transversales
1783,Principiante,Analista,66.52465913976309,39,2,Resolución de Problemas,Dominio de Ventas
1784,Avanzado,Especialista RRHH,78.07475853497934,6,18,Liderazgo,Rol de Liderazgo
1785,Principiante,Especialista RRHH,65.2515214054612,24,10,Liderazgo,Rol de Liderazgo
1786,Intermedio,Analista,75.99513784156498,48,7,Técnico,Expertise Técnico
1787,Intermedio,Gerente,85.20017693215468,35,9,Trabajo en Equipo,Dominio de Ventas
1788,Principiante,Desarrollador,69.01443901622665,70,19,Liderazgo,Habilidades Transversales
1789,Principiante,Especialista RRHH,74.05064212487352,23,19,Liderazgo,Rol de Liderazgo
1790,Principiante,Desarrollador,65.66797218022637,60,2,Comunicación,Expertise Técnico
1791,Avanzado,Desarrollador,81.10908715155972,68,12,Técnico,Habilidades Transversales
1792,Avanzado,Analista,76.46604576533046,51,19,Liderazgo,Dominio de Ventas
1793,Intermedio,Gerente,68.60026336254028,35,6,Comunicación,Rol de Liderazgo
1794,Principiante,Desarrollador,79.20907741253397,50,1,Técnico,Expertise Técnico
1795,Avanzado,Gerente,74.76392296369642,32,15,Resolución de Problemas,Expertise Técnico
1796,Intermedio,Representante de Ventas,80.02165374637221,52,19,Trabajo en Equipo,Expertise Técnico
1797,Intermedio,Gerente,65.76297645559845,73,14,Técnico,Rol de Liderazgo
1798,Intermedio,Analista,71.75879377050734,37,13,Liderazgo,Dominio de Ventas
1799,Intermedio,Analista,76.37014805355923,43,5,Comunicación,Habilidades Transversales
1800,Intermedio,Representante de Ventas,81.88972134107846,4,2,Comunicación,Habilidades Transversales
1801,Intermedio,Analista,65.24236417041742,30,15,Resolución de Problemas,Expertise Técnico
1802,Intermedio,Gerente,76.14645234431366,8,16,Comunicación,Habilidades Transversales
1803,Avanzado,Gerente,84.92179709230277,31,7,Liderazgo,Dominio de Ventas
1804,Intermedio,Gerente,75.61791913853482,40,6,Técnico,Expertise Técnico
1805,Intermedio,Analista,71.8274745567869,4,17,Resolución de Problemas,Dominio de Ventas
1806,Principiante,Gerente,69.61934829404517,50,1,Trabajo en Equipo,Dominio de Ventas
1807,Intermedio,Especialista RRHH,69.78641254535297,53,6,Trabajo en Equipo,Rol de Liderazgo
