Años_Experiencia,Edad,Nivel_Educativo,Industria,Departamento,Tasa_Rotación,Crecimiento_Empresa,Demanda_Actual_Talento,Demanda_Futura_Talento,Satisfaccion_Laboral,Genero,Salario_Anual
0.2,33.0,Secundaria,Educación,Desarrollo,0.157,0.092,6,7,5,Masculino,25000
6.8,47.0,Postgrado,Manufactura,Ventas,0.09,0.074,17,19,3,Masculino,63000
6.5,35.0,Postgrado,Tecnología,Finanzas,0.099,0.071,15,17,3,Otro,75000
4.4,41.0,Universitario,Salud,Ventas,0.231,0.075,16,20,1,Otro,51000
5.1,47.0,Postgrado,Manufactura,Finanzas,0.218,0.069,37,46,3,Femenino,75000
6.0,33.0,Postgrado,Tecnología,Finanzas,0.052,0.078,26,28,1,Otro,62000
1.9,37.0,Universitario,Educación,Operaciones,0.224,0.027,13,16,2,Femenino,51000
3.9,45.0,Universitario,Finanzas,Ventas,0.055,0.026,48,51,1,Otro,54000
6.6,34.0,Postgrado,Tecnología,Recursos Humanos,0.142,0.043,11,12,1,Femenino,79000
2.5,24.0,Secundaria,Tecnología,Finanzas,0.063,0.087,21,23,5,Masculino,28000
5.6,52.0,Universitario,Tecnología,Operaciones,0.244,0.074,14,17,3,Masculino,49000
2.3,31.0,Técnico,Finanzas,Recursos Humanos,0.244,0.061,42,53,4,Masculino,36000
5.9,36.0,Universitario,Salud,Ventas,0.172,0.012,43,50,4,Masculino,47000
4.9,44.0,Técnico,Finanzas,Recursos Humanos,0.128,0.031,29,33,5,Masculino,35000
1.8,30.0,Universitario,Tecnología,Ventas,0.152,0.082,31,37,2,Masculino,54000
7.3,27.0,Universitario,Educación,Finanzas,0.202,0.032,34,41,2,Otro,56000
3.5,37.0,Postgrado,Tecnología,Desarrollo,0.095,0.076,34,38,2,Otro,71000
3.4,21.0,Postgrado,Educación,Desarrollo,0.138,0.027,47,54,1,Otro,75000
5.4,33.0,Postgrado,Manufactura,Finanzas,0.197,0.065,38,46,3,Femenino,70000
7.3,37.0,Secundaria,Educación,Recursos Humanos,0.129,0.067,37,43,2,Otro,22000
3.0,33.0,Postgrado,Tecnología,Ventas,0.056,0.078,36,39,4,Otro,72000
5.1,23.0,Postgrado,Finanzas,Desarrollo,0.151,0.049,46,54,1,Femenino,62000
5.9,48.0,Universitario,Tecnología,Ventas,0.197,0.067,16,19,2,Femenino,43000
6.4,36.0,Universitario,Tecnología,Finanzas,0.245,0.054,45,57,2,Masculino,54000
5.4,46.0,Secundaria,Manufactura,Recursos Humanos,0.057,0.095,27,29,3,Otro,23000
4.3,33.0,Técnico,Salud,Ventas,0.158,0.057,33,39,3,Otro,31000
3.3,28.0,Universitario,Tecnología,Recursos Humanos,0.14,0.029,47,54,1,Femenino,52000
5.2,37.0,Universitario,Manufactura,Desarrollo,0.098,0.07,5,5,4,Masculino,58000
2.9,33.0,Técnico,Finanzas,Ventas,0.178,0.059,24,28,5,Otro,33000
0.0,26.0,Secundaria,Manufactura,Operaciones,0.083,0.082,14,15,4,Femenino,22000
5.9,47.0,Universitario,Manufactura,Desarrollo,0.107,0.026,23,25,3,Femenino,55000
6.8,30.0,Postgrado,Educación,Recursos Humanos,0.206,0.033,27,33,3,Otro,60000
0.3,20.0,Secundaria,Salud,Finanzas,0.142,0.093,25,29,5,Femenino,23000
3.0,46.0,Técnico,Salud,Operaciones,0.249,0.094,47,60,4,Femenino,38000
6.2,31.0,Técnico,Finanzas,Ventas,0.127,0.05,39,44,4,Otro,36000
9.1,30.0,Postgrado,Manufactura,Desarrollo,0.143,0.014,36,41,5,Masculino,72000
5.0,21.0,Postgrado,Finanzas,Ventas,0.11,0.038,14,15,3,Otro,69000
3.5,49.0,Postgrado,Finanzas,Ventas,0.097,0.032,6,6,1,Masculino,68000
4.6,25.0,Secundaria,Salud,Operaciones,0.234,0.047,40,50,4,Femenino,23000
7.7,35.0,Técnico,Salud,Operaciones,0.2,0.039,10,12,2,Otro,35000
3.7,42.0,Postgrado,Salud,Operaciones,0.117,0.085,47,54,4,Otro,78000
3.4,38.0,Postgrado,Tecnología,Operaciones,0.19,0.01,21,25,4,Masculino,62000
4.0,35.0,Técnico,Manufactura,Finanzas,0.243,0.068,19,24,4,Femenino,39000
3.1,21.0,Universitario,Finanzas,Recursos Humanos,0.065,0.07,40,43,3,Otro,49000
5.2,29.0,Secundaria,Manufactura,Operaciones,0.103,0.069,28,31,2,Otro,27000
8.2,37.0,Universitario,Finanzas,Desarrollo,0.09,0.057,44,49,4,Femenino,41000
5.6,29.0,Postgrado,Finanzas,Ventas,0.224,0.065,33,41,1,Masculino,72000
4.5,37.0,Secundaria,Finanzas,Operaciones,0.086,0.083,18,20,2,Otro,26000
4.4,40.0,Universitario,Finanzas,Desarrollo,0.112,0.081,6,6,5,Femenino,52000
1.9,43.0,Técnico,Educación,Finanzas,0.159,0.013,26,30,1,Otro,31000
6.8,25.0,Postgrado,Educación,Desarrollo,0.174,0.013,10,11,5,Otro,73000
4.8,53.0,Secundaria,Tecnología,Desarrollo,0.212,0.086,13,16,4,Otro,26000
4.6,41.0,Secundaria,Salud,Finanzas,0.131,0.062,16,18,3,Masculino,22000
11.4,35.0,Secundaria,Finanzas,Finanzas,0.157,0.096,46,55,4,Femenino,27000
5.6,44.0,Secundaria,Manufactura,Ventas,0.243,0.049,43,54,4,Otro,23000
3.5,54.0,Postgrado,Educación,Operaciones,0.109,0.026,9,10,5,Otro,68000
4.1,23.0,Postgrado,Salud,Desarrollo,0.1,0.053,44,49,4,Otro,71000
7.3,33.0,Técnico,Tecnología,Recursos Humanos,0.192,0.049,48,58,1,Masculino,33000
5.2,18.0,Técnico,Salud,Recursos Humanos,0.204,0.057,5,6,3,Otro,31000
2.1,37.0,Técnico,Finanzas,Ventas,0.133,0.083,14,16,5,Femenino,33000
6.8,38.0,Universitario,Salud,Recursos Humanos,0.093,0.069,15,16,2,Masculino,58000
3.7,35.0,Técnico,Finanzas,Ventas,0.206,0.027,31,37,4,Femenino,38000
8.7,30.0,Postgrado,Educación,Operaciones,0.184,0.076,27,32,5,Otro,68000
7.2,19.0,Universitario,Educación,Ventas,0.225,0.063,24,30,4,Otro,50000
4.1,38.0,Postgrado,Finanzas,Finanzas,0.219,0.062,9,11,4,Masculino,69000
7.6,47.0,Universitario,Manufactura,Finanzas,0.091,0.071,17,19,5,Otro,42000
5.1,30.0,Técnico,Educación,Finanzas,0.216,0.061,14,17,1,Femenino,37000
6.7,39.0,Técnico,Manufactura,Finanzas,0.085,0.051,40,44,2,Femenino,35000
6.0,22.0,Técnico,Finanzas,Finanzas,0.223,0.068,45,56,4,Femenino,35000
3.3,39.0,Universitario,Finanzas,Finanzas,0.204,0.075,20,24,1,Otro,57000
3.7,32.0,Postgrado,Educación,Finanzas,0.164,0.03,11,12,4,Otro,67000
7.1,29.0,Secundaria,Manufactura,Finanzas,0.178,0.055,36,43,4,Masculino,26000
4.3,29.0,Postgrado,Finanzas,Finanzas,0.071,0.051,29,31,1,Masculino,61000
4.2,32.0,Técnico,Educación,Operaciones,0.058,0.014,48,51,4,Femenino,33000
3.1,38.0,Universitario,Finanzas,Finanzas,0.116,0.085,30,34,2,Femenino,44000
5.8,25.0,Universitario,Salud,Ventas,0.214,0.044,40,49,5,Masculino,49000
9.1,32.0,Técnico,Salud,Operaciones,0.143,0.017,32,36,1,Masculino,31000
2.9,35.0,Universitario,Educación,Recursos Humanos,0.095,0.051,48,53,3,Femenino,51000
5.0,26.0,Técnico,Finanzas,Desarrollo,0.217,0.025,16,19,4,Masculino,36000
7.8,49.0,Postgrado,Educación,Operaciones,0.096,0.073,30,33,5,Otro,61000
4.8,28.0,Universitario,Tecnología,Finanzas,0.213,0.061,8,9,2,Otro,49000
5.9,30.0,Secundaria,Educación,Operaciones,0.141,0.034,48,55,2,Masculino,22000
2.9,27.0,Universitario,Educación,Desarrollo,0.143,0.096,27,32,3,Masculino,44000
5.9,49.0,Técnico,Salud,Desarrollo,0.105,0.036,44,49,2,Otro,39000
4.6,39.0,Secundaria,Salud,Finanzas,0.23,0.06,28,35,5,Otro,20000
7.0,28.0,Técnico,Finanzas,Finanzas,0.068,0.082,35,38,3,Femenino,36000
7.4,44.0,Universitario,Educación,Ventas,0.079,0.056,34,37,1,Masculino,40000
10.2,37.0,Secundaria,Educación,Desarrollo,0.177,0.096,7,8,3,Otro,25000
6.2,37.0,Secundaria,Finanzas,Finanzas,0.22,0.086,20,25,1,Masculino,25000
5.7,32.0,Universitario,Manufactura,Desarrollo,0.069,0.093,38,42,2,Otro,56000
5.4,29.0,Secundaria,Finanzas,Ventas,0.197,0.044,42,51,5,Otro,26000
4.3,38.0,Postgrado,Salud,Recursos Humanos,0.199,0.059,32,39,4,Masculino,67000
5.7,31.0,Secundaria,Salud,Desarrollo,0.166,0.086,48,58,3,Femenino,22000
4.4,50.0,Secundaria,Educación,Ventas,0.147,0.091,45,53,2,Otro,29000
5.3,25.0,Postgrado,Salud,Ventas,0.114,0.095,11,12,5,Masculino,76000
7.6,47.0,Técnico,Finanzas,Ventas,0.12,0.089,12,13,4,Otro,31000
3.0,34.0,Técnico,Educación,Operaciones,0.185,0.076,11,13,3,Masculino,30000
7.3,37.0,Postgrado,Finanzas,Finanzas,0.063,0.012,41,43,5,Masculino,63000
7.6,42.0,Secundaria,Finanzas,Desarrollo,0.167,0.038,11,13,2,Otro,26000
4.8,30.0,Universitario,Educación,Operaciones,0.106,0.022,22,24,3,Femenino,54000
0.8,42.0,Postgrado,Manufactura,Desarrollo,0.143,0.024,43,49,3,Otro,75000
3.8,18.0,Universitario,Salud,Operaciones,0.162,0.036,25,29,1,Otro,45000
7.6,29.0,Técnico,Tecnología,Finanzas,0.227,0.017,38,46,1,Femenino,34000
5.0,28.0,Postgrado,Tecnología,Ventas,0.166,0.032,31,36,3,Femenino,75000
3.0,25.0,Universitario,Tecnología,Desarrollo,0.095,0.096,12,13,5,Masculino,40000
4.0,33.0,Secundaria,Salud,Ventas,0.066,0.038,38,41,2,Masculino,23000
6.7,38.0,Postgrado,Manufactura,Finanzas,0.175,0.024,22,26,4,Femenino,64000
6.1,41.0,Universitario,Finanzas,Desarrollo,0.159,0.075,45,53,1,Femenino,52000
4.5,37.0,Postgrado,Educación,Recursos Humanos,0.184,0.085,16,19,2,Otro,73000
4.3,30.0,Postgrado,Manufactura,Recursos Humanos,0.142,0.038,26,30,3,Femenino,61000
4.2,38.0,Técnico,Tecnología,Recursos Humanos,0.215,0.035,44,54,2,Otro,31000
3.2,36.0,Técnico,Salud,Finanzas,0.234,0.032,26,32,2,Otro,32000
8.2,42.0,Secundaria,Salud,Recursos Humanos,0.058,0.045,12,12,2,Otro,22000
4.4,41.0,Técnico,Educación,Desarrollo,0.199,0.018,46,55,3,Femenino,36000
7.4,35.0,Técnico,Finanzas,Recursos Humanos,0.057,0.07,32,34,1,Femenino,30000
8.0,28.0,Técnico,Manufactura,Desarrollo,0.139,0.084,36,42,4,Otro,31000
7.0,30.0,Universitario,Manufactura,Finanzas,0.142,0.07,15,17,5,Femenino,50000
4.1,31.0,Postgrado,Manufactura,Ventas,0.189,0.048,25,30,1,Masculino,76000
5.8,32.0,Técnico,Finanzas,Operaciones,0.12,0.036,30,34,4,Masculino,38000
5.0,37.0,Universitario,Finanzas,Recursos Humanos,0.214,0.047,18,22,3,Otro,58000
3.2,41.0,Postgrado,Finanzas,Operaciones,0.119,0.048,19,21,4,Femenino,78000
5.6,35.0,Técnico,Educación,Ventas,0.119,0.07,18,20,3,Masculino,30000
2.6,35.0,Técnico,Salud,Finanzas,0.095,0.094,16,18,4,Otro,34000
7.4,36.0,Postgrado,Tecnología,Finanzas,0.187,0.016,40,47,1,Masculino,78000
4.1,31.0,Universitario,Finanzas,Ventas,0.065,0.096,7,7,3,Otro,41000
5.4,28.0,Universitario,Salud,Operaciones,0.123,0.092,48,56,2,Otro,53000
5.6,21.0,Secundaria,Finanzas,Recursos Humanos,0.103,0.021,11,12,3,Otro,22000
4.5,29.0,Postgrado,Tecnología,Desarrollo,0.096,0.027,43,47,3,Masculino,67000
6.2,39.0,Secundaria,Finanzas,Finanzas,0.062,0.038,5,5,4,Otro,20000
4.1,29.0,Universitario,Salud,Ventas,0.088,0.06,43,48,3,Otro,41000
6.7,33.0,Técnico,Educación,Operaciones,0.139,0.022,29,33,4,Masculino,30000
2.3,39.0,Secundaria,Tecnología,Recursos Humanos,0.151,0.028,35,40,1,Otro,27000
5.3,39.0,Universitario,Salud,Operaciones,0.104,0.091,26,29,3,Masculino,53000
8.9,26.0,Universitario,Manufactura,Recursos Humanos,0.18,0.02,14,16,2,Otro,56000
3.0,43.0,Técnico,Manufactura,Desarrollo,0.117,0.046,22,25,2,Femenino,35000
3.6,44.0,Postgrado,Manufactura,Desarrollo,0.123,0.079,17,19,1,Femenino,70000
6.0,26.0,Universitario,Educación,Ventas,0.207,0.09,12,15,2,Masculino,47000
5.4,28.0,Secundaria,Finanzas,Ventas,0.16,0.04,13,15,4,Otro,27000
5.7,45.0,Técnico,Finanzas,Recursos Humanos,0.241,0.025,19,23,3,Masculino,36000
6.0,34.0,Postgrado,Finanzas,Recursos Humanos,0.122,0.076,12,13,5,Otro,62000
6.3,18.0,Postgrado,Educación,Recursos Humanos,0.216,0.08,37,46,3,Masculino,61000
7.2,24.0,Postgrado,Manufactura,Recursos Humanos,0.198,0.098,39,48,3,Femenino,71000
5.8,33.0,Universitario,Finanzas,Desarrollo,0.228,0.023,23,28,5,Masculino,43000
4.5,26.0,Postgrado,Educación,Ventas,0.241,0.074,34,43,2,Femenino,64000
6.3,32.0,Universitario,Educación,Ventas,0.052,0.048,13,13,2,Femenino,55000
8.8,35.0,Técnico,Salud,Finanzas,0.068,0.092,23,25,3,Femenino,31000
4.7,47.0,Técnico,Finanzas,Ventas,0.185,0.047,30,36,2,Masculino,37000
3.1,33.0,Postgrado,Manufactura,Ventas,0.128,0.05,5,5,4,Masculino,72000
7.2,44.0,Técnico,Tecnología,Operaciones,0.214,0.021,7,8,4,Femenino,33000
4.8,46.0,Secundaria,Educación,Operaciones,0.052,0.039,38,40,5,Masculino,24000
0.7,46.0,Secundaria,Salud,Finanzas,0.211,0.046,29,35,3,Otro,24000
6.7,37.0,Universitario,Tecnología,Recursos Humanos,0.077,0.012,34,36,4,Femenino,44000
3.9,19.0,Postgrado,Educación,Finanzas,0.108,0.049,5,5,1,Otro,75000
4.8,39.0,Universitario,Salud,Finanzas,0.244,0.04,22,27,2,Femenino,48000
5.7,43.0,Técnico,Finanzas,Desarrollo,0.06,0.082,37,40,3,Otro,33000
5.4,34.0,Postgrado,Salud,Ventas,0.12,0.02,13,14,4,Femenino,76000
6.4,49.0,Universitario,Educación,Desarrollo,0.067,0.078,11,12,5,Femenino,40000
4.1,42.0,Postgrado,Finanzas,Ventas,0.221,0.074,34,42,4,Femenino,75000
6.0,40.0,Postgrado,Manufactura,Finanzas,0.191,0.032,17,20,1,Masculino,79000
4.5,44.0,Universitario,Salud,Ventas,0.21,0.017,21,25,4,Otro,56000
6.5,38.0,Postgrado,Tecnología,Recursos Humanos,0.155,0.086,17,20,3,Femenino,63000
6.2,18.0,Técnico,Finanzas,Recursos Humanos,0.122,0.032,17,19,5,Masculino,36000
3.1,31.0,Secundaria,Finanzas,Finanzas,0.05,0.023,46,48,5,Femenino,27000
7.2,45.0,Secundaria,Manufactura,Operaciones,0.106,0.042,42,47,1,Otro,21000
3.9,29.0,Postgrado,Salud,Recursos Humanos,0.153,0.046,41,48,3,Femenino,72000
6.6,33.0,Secundaria,Tecnología,Finanzas,0.183,0.039,14,16,1,Masculino,28000
5.7,27.0,Postgrado,Manufactura,Desarrollo,0.096,0.098,18,20,1,Femenino,64000
8.7,49.0,Universitario,Salud,Operaciones,0.078,0.089,47,52,1,Femenino,50000
4.6,48.0,Técnico,Tecnología,Recursos Humanos,0.09,0.089,9,10,4,Femenino,37000
4.3,28.0,Secundaria,Tecnología,Finanzas,0.121,0.046,40,45,2,Femenino,21000
5.0,36.0,Universitario,Educación,Finanzas,0.08,0.097,39,43,4,Masculino,57000
4.4,30.0,Técnico,Tecnología,Desarrollo,0.081,0.072,49,54,3,Femenino,33000
6.6,40.0,Secundaria,Salud,Desarrollo,0.059,0.085,27,29,1,Otro,23000
1.8,39.0,Secundaria,Manufactura,Operaciones,0.221,0.055,9,11,1,Otro,22000
2.9,41.0,Técnico,Manufactura,Recursos Humanos,0.094,0.024,48,53,2,Femenino,34000
2.9,38.0,Universitario,Educación,Finanzas,0.214,0.09,32,40,5,Masculino,41000
6.9,58.0,Universitario,Salud,Operaciones,0.138,0.054,27,31,1,Otro,56000
8.4,27.0,Secundaria,Tecnología,Operaciones,0.176,0.097,46,56,4,Femenino,23000
4.8,21.0,Técnico,Educación,Desarrollo,0.065,0.033,38,41,1,Femenino,35000
4.7,32.0,Universitario,Finanzas,Finanzas,0.167,0.099,35,42,3,Masculino,57000
5.1,22.0,Técnico,Salud,Ventas,0.108,0.03,11,12,2,Femenino,35000
7.3,23.0,Técnico,Educación,Desarrollo,0.069,0.043,11,11,5,Masculino,33000
3.1,27.0,Secundaria,Manufactura,Finanzas,0.232,0.063,8,10,3,Otro,29000
5.5,28.0,Técnico,Educación,Operaciones,0.171,0.072,48,57,4,Femenino,30000
7.0,27.0,Técnico,Finanzas,Operaciones,0.098,0.075,36,40,3,Masculino,30000
6.0,39.0,Postgrado,Salud,Recursos Humanos,0.134,0.053,32,37,1,Femenino,61000
5.4,31.0,Técnico,Educación,Ventas,0.121,0.017,8,9,2,Femenino,33000
7.0,34.0,Universitario,Tecnología,Desarrollo,0.19,0.055,43,52,1,Otro,42000
0.0,42.0,Secundaria,Salud,Recursos Humanos,0.171,0.04,49,58,2,Femenino,24000
6.4,29.0,Secundaria,Educación,Recursos Humanos,0.054,0.069,12,13,4,Masculino,22000
3.7,33.0,Técnico,Educación,Ventas,0.09,0.026,18,19,3,Masculino,37000
1.3,38.0,Técnico,Salud,Desarrollo,0.146,0.045,34,39,2,Masculino,33000
6.0,19.0,Universitario,Manufactura,Desarrollo,0.139,0.097,7,8,3,Femenino,47000
7.7,18.0,Postgrado,Tecnología,Operaciones,0.153,0.018,6,6,2,Femenino,67000
4.7,38.0,Secundaria,Salud,Desarrollo,0.193,0.064,14,17,1,Otro,28000
6.9,39.0,Postgrado,Tecnología,Recursos Humanos,0.186,0.018,10,11,2,Femenino,77000
8.2,52.0,Universitario,Tecnología,Operaciones,0.125,0.024,11,12,2,Masculino,46000
7.6,36.0,Secundaria,Salud,Desarrollo,0.226,0.064,20,25,5,Masculino,29000
8.3,42.0,Universitario,Educación,Ventas,0.063,0.05,10,10,4,Otro,40000
6.5,33.0,Técnico,Manufactura,Recursos Humanos,0.167,0.059,20,23,1,Masculino,33000
5.2,37.0,Universitario,Tecnología,Finanzas,0.24,0.089,31,39,1,Masculino,59000
1.8,48.0,Técnico,Tecnología,Ventas,0.16,0.084,16,19,3,Masculino,33000
4.5,18.0,Postgrado,Educación,Ventas,0.141,0.09,26,30,2,Otro,73000
3.3,38.0,Secundaria,Salud,Desarrollo,0.077,0.065,19,21,2,Otro,24000
9.3,52.0,Secundaria,Manufactura,Operaciones,0.212,0.054,26,32,2,Masculino,24000
4.6,37.0,Postgrado,Tecnología,Operaciones,0.125,0.051,39,44,1,Masculino,78000
5.2,48.0,Técnico,Tecnología,Recursos Humanos,0.19,0.077,19,23,5,Femenino,39000
6.1,30.0,Secundaria,Salud,Desarrollo,0.09,0.057,27,30,3,Femenino,24000
5.1,35.0,Universitario,Educación,Operaciones,0.058,0.02,42,44,2,Masculino,44000
8.4,35.0,Técnico,Finanzas,Finanzas,0.111,0.023,6,6,5,Femenino,37000
3.8,18.0,Secundaria,Educación,Desarrollo,0.106,0.042,6,6,4,Masculino,21000
5.4,26.0,Universitario,Tecnología,Desarrollo,0.225,0.016,23,28,1,Masculino,54000
3.5,26.0,Universitario,Tecnología,Operaciones,0.223,0.032,9,11,4,Femenino,53000
2.4,42.0,Secundaria,Manufactura,Ventas,0.157,0.069,8,9,1,Otro,27000
3.8,42.0,Postgrado,Educación,Desarrollo,0.054,0.011,32,33,3,Otro,79000
4.9,38.0,Postgrado,Finanzas,Ventas,0.096,0.064,22,24,4,Otro,67000
4.1,42.0,Secundaria,Manufactura,Recursos Humanos,0.178,0.08,44,53,3,Masculino,24000
3.6,34.0,Universitario,Finanzas,Recursos Humanos,0.07,0.025,45,48,3,Masculino,44000
2.2,45.0,Postgrado,Manufactura,Operaciones,0.19,0.026,35,42,3,Otro,73000
4.8,35.0,Postgrado,Educación,Recursos Humanos,0.052,0.013,26,27,4,Otro,64000
2.0,35.0,Postgrado,Tecnología,Operaciones,0.187,0.056,15,18,4,Otro,68000
6.5,33.0,Técnico,Finanzas,Operaciones,0.219,0.069,20,25,4,Masculino,35000
5.2,40.0,Postgrado,Educación,Ventas,0.144,0.051,8,9,2,Masculino,70000
2.1,32.0,Secundaria,Finanzas,Ventas,0.216,0.045,25,30,3,Femenino,20000
4.4,43.0,Secundaria,Educación,Recursos Humanos,0.206,0.051,45,55,2,Femenino,27000
3.5,26.0,Técnico,Manufactura,Ventas,0.184,0.08,49,59,1,Femenino,30000
5.6,26.0,Técnico,Educación,Desarrollo,0.139,0.013,29,33,4,Otro,31000
7.7,40.0,Secundaria,Manufactura,Finanzas,0.104,0.081,24,27,5,Masculino,25000
1.2,34.0,Técnico,Tecnología,Desarrollo,0.222,0.07,12,15,1,Femenino,34000
5.2,31.0,Postgrado,Manufactura,Desarrollo,0.18,0.032,47,56,3,Femenino,77000
4.7,42.0,Universitario,Salud,Operaciones,0.21,0.057,13,16,3,Femenino,52000
6.3,30.0,Universitario,Tecnología,Finanzas,0.16,0.014,22,25,2,Femenino,45000
5.4,33.0,Universitario,Educación,Operaciones,0.084,0.044,35,38,4,Otro,46000
3.5,46.0,Secundaria,Educación,Ventas,0.246,0.026,39,49,4,Masculino,22000
4.4,47.0,Técnico,Salud,Ventas,0.087,0.012,34,37,1,Masculino,37000
3.4,48.0,Universitario,Educación,Finanzas,0.232,0.042,22,27,1,Masculino,43000
7.2,33.0,Postgrado,Tecnología,Recursos Humanos,0.092,0.075,23,25,1,Femenino,69000
5.0,45.0,Postgrado,Tecnología,Ventas,0.125,0.093,45,52,5,Otro,68000
8.8,27.0,Postgrado,Manufactura,Desarrollo,0.138,0.07,28,32,5,Otro,72000
4.9,28.0,Técnico,Finanzas,Finanzas,0.234,0.046,26,32,3,Otro,32000
3.6,18.0,Universitario,Educación,Finanzas,0.228,0.1,18,22,3,Masculino,54000
2.0,48.0,Postgrado,Salud,Ventas,0.215,0.035,23,28,3,Masculino,64000
1.4,28.0,Técnico,Tecnología,Ventas,0.125,0.027,33,37,4,Otro,38000
1.8,34.0,Postgrado,Tecnología,Operaciones,0.051,0.052,26,27,3,Femenino,72000
5.5,28.0,Universitario,Tecnología,Operaciones,0.186,0.055,34,41,2,Masculino,51000
6.0,41.0,Universitario,Finanzas,Desarrollo,0.132,0.042,19,21,1,Masculino,48000
1.8,32.0,Universitario,Finanzas,Finanzas,0.201,0.073,25,30,4,Femenino,47000
6.8,25.0,Universitario,Educación,Recursos Humanos,0.209,0.027,30,36,5,Femenino,48000
4.0,39.0,Universitario,Salud,Recursos Humanos,0.138,0.056,40,46,1,Masculino,52000
5.3,24.0,Postgrado,Finanzas,Finanzas,0.2,0.055,16,19,3,Femenino,68000
8.2,28.0,Universitario,Manufactura,Desarrollo,0.218,0.084,11,13,5,Femenino,45000
6.8,18.0,Postgrado,Finanzas,Operaciones,0.236,0.093,15,19,5,Femenino,65000
4.5,24.0,Universitario,Tecnología,Operaciones,0.166,0.07,43,51,5,Femenino,50000
3.2,36.0,Postgrado,Salud,Operaciones,0.206,0.037,24,29,1,Femenino,69000
0.7,19.0,Universitario,Educación,Recursos Humanos,0.149,0.072,39,46,4,Otro,53000
3.6,23.0,Postgrado,Finanzas,Recursos Humanos,0.058,0.033,8,8,1,Masculino,65000
4.6,35.0,Universitario,Tecnología,Desarrollo,0.081,0.097,6,6,2,Otro,46000
3.0,31.0,Técnico,Manufactura,Recursos Humanos,0.076,0.084,24,26,3,Otro,38000
4.7,51.0,Postgrado,Manufactura,Ventas,0.084,0.049,24,26,4,Otro,62000
5.2,50.0,Técnico,Educación,Recursos Humanos,0.052,0.081,16,17,4,Masculino,35000
4.6,28.0,Postgrado,Educación,Operaciones,0.222,0.047,21,26,3,Masculino,72000
3.7,39.0,Postgrado,Finanzas,Desarrollo,0.162,0.017,22,25,2,Masculino,64000
5.3,41.0,Postgrado,Educación,Finanzas,0.127,0.074,44,51,5,Otro,63000
5.9,30.0,Secundaria,Tecnología,Finanzas,0.132,0.046,28,32,3,Masculino,27000
2.8,23.0,Universitario,Tecnología,Desarrollo,0.143,0.094,12,14,5,Otro,42000
7.8,35.0,Técnico,Tecnología,Ventas,0.065,0.038,41,44,3,Femenino,31000
4.8,34.0,Técnico,Finanzas,Finanzas,0.105,0.086,45,51,1,Masculino,33000
5.0,32.0,Postgrado,Finanzas,Operaciones,0.22,0.071,34,42,2,Femenino,78000
6.4,39.0,Técnico,Educación,Finanzas,0.199,0.087,24,29,2,Otro,36000
5.5,29.0,Técnico,Finanzas,Finanzas,0.163,0.036,27,31,3,Masculino,33000
6.9,26.0,Técnico,Tecnología,Operaciones,0.146,0.052,41,48,2,Masculino,39000
5.6,36.0,Técnico,Salud,Recursos Humanos,0.102,0.084,14,16,5,Femenino,38000
3.8,38.0,Secundaria,Tecnología,Ventas,0.144,0.068,37,43,2,Otro,24000
5.7,26.0,Postgrado,Salud,Operaciones,0.17,0.042,28,33,2,Otro,78000
2.7,42.0,Técnico,Educación,Operaciones,0.193,0.056,40,48,2,Masculino,31000
5.2,21.0,Secundaria,Manufactura,Desarrollo,0.083,0.1,20,22,4,Masculino,25000
4.9,30.0,Secundaria,Finanzas,Ventas,0.213,0.077,32,40,3,Masculino,25000
4.6,33.0,Postgrado,Finanzas,Recursos Humanos,0.119,0.065,16,18,1,Masculino,60000
4.7,30.0,Universitario,Tecnología,Operaciones,0.151,0.085,24,28,1,Masculino,46000
1.2,30.0,Universitario,Tecnología,Recursos Humanos,0.172,0.05,22,26,4,Otro,51000
3.9,50.0,Universitario,Salud,Operaciones,0.148,0.096,41,49,4,Masculino,51000
5.2,28.0,Técnico,Finanzas,Operaciones,0.164,0.06,30,35,1,Femenino,33000
5.3,55.0,Postgrado,Educación,Desarrollo,0.072,0.039,11,12,5,Masculino,65000
2.9,38.0,Universitario,Tecnología,Finanzas,0.136,0.018,47,53,1,Masculino,53000
7.5,36.0,Técnico,Finanzas,Ventas,0.106,0.044,25,28,1,Otro,30000
3.3,39.0,Postgrado,Manufactura,Desarrollo,0.067,0.061,47,51,3,Otro,76000
6.9,55.0,Técnico,Salud,Recursos Humanos,0.088,0.073,36,40,1,Otro,31000
5.9,27.0,Universitario,Tecnología,Operaciones,0.17,0.089,11,13,1,Femenino,52000
3.7,26.0,Universitario,Tecnología,Operaciones,0.089,0.095,27,30,2,Otro,52000
8.6,29.0,Secundaria,Educación,Ventas,0.086,0.019,24,26,4,Masculino,22000
2.6,35.0,Secundaria,Tecnología,Desarrollo,0.161,0.064,24,28,1,Otro,20000
6.8,21.0,Postgrado,Finanzas,Desarrollo,0.231,0.07,36,45,1,Femenino,61000
7.0,35.0,Técnico,Finanzas,Recursos Humanos,0.208,0.025,30,36,5,Masculino,31000
3.7,49.0,Técnico,Finanzas,Desarrollo,0.231,0.059,40,50,1,Masculino,36000
7.8,36.0,Universitario,Manufactura,Desarrollo,0.167,0.04,28,33,3,Femenino,49000
4.5,33.0,Universitario,Manufactura,Finanzas,0.132,0.017,5,5,5,Otro,53000
